No.,Title,Artist,Year,all_artists,artist_list,primary_artist,other_artists,primary_artist_count,one_hit
50,"""Mi Gente""",j balvin and willy william featuring beyoncé,2017,j balvin and willy william featuring beyoncé,,j balvin,"willy william, beyoncé",2,0
50,"""Love""",kendrick lamar featuring zacari,2018,kendrick lamar featuring zacari,,kendrick lamar,zacari,8,0
50,"""Beautiful People""",ed sheeran featuring khalid,2019,ed sheeran featuring khalid,,ed sheeran,khalid,16,0
50,"""Ritmo (Bad Boys for Life)""",black eyed peas and j balvin,2020,black eyed peas and j balvin,,black eyed peas,j balvin,2,0
50,"""Whoopty""",cj,2021,cj,,cj,NA,1,1
50,"""I Hate U""",sza,2022,sza,,sza,NA,9,0
50,"""Until I Found You""",stephen sanchez,2023,stephen sanchez,,stephen sanchez,NA,1,1
50,"""Lies Lies Lies""",morgan wallen,2024,morgan wallen,,morgan wallen,NA,18,0
51,"""Turn Back the Hands of Time""",tyrone davis,1970,tyrone davis,,tyrone davis,NA,1,1
51,"""Yo-Yo""",the osmonds,1971,the osmonds,,the osmonds,NA,3,0
51,"""Jungle Fever""",the chakachas,1972,the chakachas,,the chakachas,NA,1,1
51,"""The Cover of ""Rolling Stone""""",dr. hook & the medicine show,1973,dr. hook & the medicine show,,dr. hook,the medicine show,8,0
51,"""Rikki Don't Lose That Number""",steely dan,1974,steely dan,,steely dan,NA,6,0
51,"""You're No Good""",linda ronstadt,1975,linda ronstadt,,linda ronstadt,NA,9,0
51,"""Dream On""",aerosmith,1976,aerosmith,,aerosmith,NA,12,0
51,"""I Wish""",stevie wonder,1977,stevie wonder,,stevie wonder,NA,18,0
51,"""Imaginary Lover""",atlanta rhythm section,1978,atlanta rhythm section,,atlanta rhythm section,NA,2,0
51,"""Gold""",john stewart,1979,john stewart,,john stewart,NA,1,1
51,"""Against the Wind""",bob seger and the silver bullet band,1980,bob seger and the silver bullet band,,bob seger,"the silver bullet b,",8,0
51,"""Somebody's Knockin'""",terri gibbs,1981,terri gibbs,,terri gibbs,NA,1,1
51,"""Do You Believe in Love""",huey lewis and the news,1982,huey lewis and the news,,huey lewis,the news,10,0
51,"""Goody Two-Shoes""",adam ant,1983,adam ant,,adam ant,NA,1,1
51,"""Caribbean Queen (No More Love on the Run)""",billy ocean,1984,billy ocean,,billy ocean,NA,6,0
51,"""Raspberry Beret""",prince & the revolution,1985,prince & the revolution,,prince,the revolution,15,0
51,"""Two of Hearts""",stacey q,1986,stacey q,,stacey q,NA,1,1
51,"""Little Lies""",fleetwood mac,1987,fleetwood mac,,fleetwood mac,NA,10,0
51,"""Make It Real""",the jets,1988,the jets,,the jets,NA,5,0
51,"""So Alive""",love and rockets,1989,love and rockets,,love,rockets,1,1
51,"""Praying for Time""",george michael,1990,george michael,,george michael,NA,12,0
51,"""Things That Make You Go Hmmm...""",c+c music factory,1991,c+c music factory,,c+c music factory,NA,3,0
51,"""I'd Die Without You""",p.m. dawn,1992,p.m. dawn,,p.m. dawn,NA,4,0
51,"""All That She Wants""",ace of base,1993,ace of base,,ace of base,NA,6,0
51,"""Found Out About You""",gin blossoms,1994,gin blossoms,,gin blossoms,NA,3,0
51,"""Dear Mama"" / ""Old School""",2pac,1995,2pac,,2pac,NA,6,0
51,"""You'll See""",madonna,1996,madonna,,madonna,NA,36,0
51,"""My Love Is the Shhh!""",somethin' for the people featuring trina & tamara,1997,somethin' for the people featuring trina & tamara,,somethin' for the people,"trina, tamara",2,0
51,"""One Week""",barenaked ladies,1998,barenaked ladies,,barenaked ladies,NA,1,1
51,"""She's So High""",tal bachman,1999,tal bachman,,tal bachman,NA,1,1
51,"""The Real Slim Shady""",eminem,2000,eminem,,eminem,NA,18,0
51,"""This I Promise You""",nsync,2001,nsync,,nsync,NA,8,0
51,"""A Woman's Worth""",alicia keys,2002,alicia keys,,alicia keys,NA,12,0
51,"""Stand Up""",ludacris featuring shawnna,2003,ludacris featuring shawnna,,ludacris,shawnna,14,0
51,"""Meant to Live""",switchfoot,2004,switchfoot,,switchfoot,NA,1,1
51,"""Play""",david banner,2005,david banner,,david banner,NA,2,0
51,"""Sexy Love""",ne-yo,2006,ne-yo,,ne-yo,NA,11,0
51,"""Get It Shawty""",lloyd,2007,lloyd,,lloyd,NA,3,0
51,"""What You Got""",colby o'donis featuring akon,2008,colby o'donis featuring akon,,colby o'donis,akon,1,1
51,"""Gotta Be Somebody""",nickelback,2009,nickelback,,nickelback,NA,11,0
51,"""Blah Blah Blah""",kesha featuring 3oh!3,2010,kesha featuring 3oh!3,,kesha,3oh!3,9,0
51,"""I Need a Doctor""",dr. dre featuring eminem and skylar grey,2011,dr. dre featuring eminem and skylar grey,,dr. dre,"eminem, skylar grey",6,0
51,"""Ass Back Home""",gym class heroes featuring neon hitch,2012,gym class heroes featuring neon hitch,,gym class heroes,neon hitch,4,0
51,"""Love Somebody""",maroon 5,2013,maroon 5,,maroon 5,NA,25,0
51,"""A Sky Full of Stars""",coldplay,2014,coldplay,,coldplay,NA,8,0
51,"""Only""","nicki minaj featuring drake, lil wayne and chris brown",2015,"nicki minaj featuring drake, lil wayne and chris brown",,nicki minaj,"drake, lil wayne, chris brown",13,0
51,"""Into You""",ariana grande,2016,ariana grande,,ariana gr,e,22,0
51,"""Thunder""",imagine dragons,2017,imagine dragons,,imagine dragons,NA,13,0
51,"""This Is America""",childish gambino,2018,childish gambino,,childish gambino,NA,2,0
51,"""Wake Up in the Sky""","gucci mane, bruno mars and kodak black",2019,"gucci mane, bruno mars and kodak black",,gucci mane,"bruno mars, kodak black",4,0
51,"""Heart on Ice""",rod wave,2020,rod wave,,rod wave,NA,3,0
51,"""Lemonade""",internet money and gunna featuring don toliver and nav,2021,internet money and gunna featuring don toliver and nav,,internet money,"gunna, don toliver, nav",1,1
51,"""Boyfriend""",dove cameron,2022,dove cameron,,dove cameron,NA,1,1
51,"""Shirt""",sza,2023,sza,,sza,NA,9,0
51,"""Type Shit""","future, metro boomin, travis scott, and playboi carti",2024,"future, metro boomin, travis scott, and playboi carti",,future,"metro boomin, travis scott, , playboi carti",9,0
52,"""Lola""",the kinks,1970,the kinks,,the kinks,NA,2,0
52,"""Bridge over Troubled Water""",aretha franklin,1971,aretha franklin,,aretha franklin,NA,9,0
52,"""Everything I Own""",bread,1972,bread,,bread,NA,4,0
52,"""Behind Closed Doors""",charlie rich,1973,charlie rich,,charlie rich,NA,3,0
52,"""Mockingbird""",carly simon & james taylor,1974,carly simon & james taylor,,carly simon,james taylor,6,0
52,"""Dynomite""",bazuka,1975,bazuka,,bazuka,NA,1,1
52,"""I Love Music""",the o'jays,1976,the o'jays,,the o'jays,NA,6,0
52,"""Don't Stop""",fleetwood mac,1977,fleetwood mac,,fleetwood mac,NA,10,0
52,"""Still the Same""",bob seger & the silver bullet band,1978,bob seger & the silver bullet band,,bob seger,"the silver bullet b,",8,0
52,"""Goodnight Tonight""",wings,1979,wings,,wings,NA,5,0
52,"""On the Radio""",donna summer,1980,donna summer,,donna summer,NA,11,0
52,"""More Than I Can Say""",leo sayer,1981,leo sayer,,leo sayer,NA,5,0
52,"""Cool Night""",paul davis,1982,paul davis,,paul davis,NA,3,0
52,"""Rock the Casbah""",the clash,1983,the clash,,the clash,NA,1,1
52,"""That's All""",genesis,1984,genesis,,genesis,NA,10,0
52,"""Suddenly""",billy ocean,1985,billy ocean,,billy ocean,NA,6,0
52,"""Crush on You""",the jets,1986,the jets,,the jets,NA,5,0
52,"""Luka""",suzanne vega,1987,suzanne vega,,suzanne vega,NA,1,1
52,"""What's On Your Mind (Pure Energy)""",information society,1988,information society,,information society,NA,1,1
52,"""You Got It (The Right Stuff)""",new kids on the block,1989,new kids on the block,,new kids on the block,NA,6,0
52,"""How Can We Be Lovers""",michael bolton,1990,michael bolton,,michael bolton,NA,10,0
52,"""I Touch Myself""",divinyls,1991,divinyls,,divinyls,NA,1,1
52,"""Good for Me""",amy grant,1992,amy grant,,amy grant,NA,5,0
52,"""7""",prince and the new power generation,1993,prince and the new power generation,,prince,the new power generation,15,0
52,"""Gin and Juice""",snoop doggy dogg,1994,snoop doggy dogg,,snoop doggy dogg,NA,2,0
52,"""Hold On""",jamie walters,1995,jamie walters,,jamie walters,NA,1,1
52,"""Last Night""",az yet,1996,az yet,,az yet,NA,3,0
52,"""Where Do You Go""",no mercy,1997,no mercy,,no mercy,NA,2,0
52,"""Swing My Way""",k. p. & envyi,1998,k. p. & envyi,,k. p.,envyi,1,1
52,"""She's All I Ever Had""",ricky martin,1999,ricky martin,,ricky martin,NA,3,0
52,"""Most Girls""",pink,2000,pink,,pink,NA,19,0
52,"""Izzo (H.O.V.A.)""",jay-z,2001,jay-z,,jay-z,NA,16,0
52,"""7 Days""",craig david,2002,craig david,,craig david,NA,2,0
52,"""The Remedy (I Won't Worry)""",jason mraz,2003,jason mraz,,jason mraz,NA,4,0
52,"""I Like That""","houston featuring chingy, nate dogg and i-20",2004,"houston featuring chingy, nate dogg and i-20",,houston,"chingy, nate dogg, i-20",1,1
52,"""Soul Survivor""",young jeezy featuring akon,2005,young jeezy featuring akon,,young jeezy,akon,4,0
52,"""U and Dat""",e-40 featuring t-pain and kandi girl,2006,e-40 featuring t-pain and kandi girl,,e-40,"t-pain, k, i girl",1,1
52,"""Face Down""",the red jumpsuit apparatus,2007,the red jumpsuit apparatus,,the red jumpsuit apparatus,NA,1,1
52,"""It's Not My Time""",3 doors down,2008,3 doors down,,3 doors down,NA,8,0
52,"""Please Don't Leave Me""",pink,2009,pink,,pink,NA,19,0
52,"""Bottoms Up""",trey songz featuring nicki minaj,2010,trey songz featuring nicki minaj,,trey songz,nicki minaj,7,0
52,"""Just a Dream""",nelly,2011,nelly,,nelly,NA,14,0
52,"""Wanted""",hunter hayes,2012,hunter hayes,,hunter hayes,NA,3,0
52,"""I Will Wait""",mumford & sons,2013,mumford & sons,,mumford,sons,1,1
52,"""Don't""",ed sheeran,2014,ed sheeran,,ed sheeran,NA,16,0
52,"""Elastic Heart""",sia,2015,sia,,sia,NA,4,0
52,"""Gold""",kiiara,2016,kiiara,,kiiara,NA,1,1
52,"""T-shirt""",migos,2017,migos,,migos,NA,6,0
52,"""Nonstop""",drake,2018,drake,,drake,NA,43,0
52,"""Whiskey Glasses""",morgan wallen,2019,morgan wallen,,morgan wallen,NA,18,0
52,"""Nobody but You""",blake shelton and gwen stefani,2020,blake shelton and gwen stefani,,blake shelton,gwen stefani,7,0
52,"""Good Days""",sza,2021,sza,,sza,NA,9,0
52,"""Glimpse of Us""",joji,2022,joji,,joji,NA,1,1
52,"""Paint the Town Red""",doja cat,2023,doja cat,,doja cat,NA,15,0
52,"""Gata Only""",floyymenor and cris mj,2024,floyymenor and cris mj,,floyymenor,cris mj,1,1
53,"""In the Summertime""",mungo jerry,1970,mungo jerry,,mungo jerry,NA,1,1
53,"""Doesn't Somebody Want to Be Wanted""",the partridge family,1971,the partridge family,,the partridge family,NA,2,0
53,"""In the Rain""",the dramatics,1972,the dramatics,,the dramatics,NA,2,0
53,"""Your Mama Don't Dance""",loggins and messina,1973,loggins and messina,,loggins,messina,1,1
53,"""Help Me""",joni mitchell,1974,joni mitchell,,joni mitchell,NA,1,1
53,"""Walking in Rhythm""",the blackbyrds,1975,the blackbyrds,,the blackbyrds,NA,1,1
53,"""Say You Love Me""",fleetwood mac,1976,fleetwood mac,,fleetwood mac,NA,10,0
53,"""Barracuda""",heart,1977,heart,,heart,NA,8,0
53,"""My Angel Baby""",toby beau,1978,toby beau,,toby beau,NA,1,1
53,"""We Are Family""",sister sledge,1979,sister sledge,,sister sledge,NA,2,0
53,"""Emotional Rescue""",the rolling stones,1980,the rolling stones,,the rolling stones,NA,6,0
53,"""Together""",tierra,1981,tierra,,tierra,NA,1,1
53,"""Caught Up In You""",.38 special,1982,.38 special,,.38 special,NA,2,0
53,"""Our House""",madness,1983,madness,,madness,NA,1,1
53,"""Running with the Night""",lionel richie,1984,lionel richie,,lionel richie,NA,12,0
53,"""The Boys of Summer""",don henley,1985,don henley,,don henley,NA,4,0
53,"""If You Leave""",orchestral manoeuvres in the dark,1986,orchestral manoeuvres in the dark,,orchestral manoeuvres in the dark,NA,1,1
53,"""I Heard A Rumour""",bananarama,1987,bananarama,,bananarama,NA,3,0
53,"""Tell It to My Heart""",taylor dayne,1988,taylor dayne,,taylor dayne,NA,8,0
53,"""Armageddon It""",def leppard,1989,def leppard,,def leppard,NA,7,0
53,"""Do You Remember?""",phil collins,1990,phil collins,,phil collins,NA,14,0
53,"""Tom's Diner""",dna featuring suzanne vega,1991,dna featuring suzanne vega,,dna,suzanne vega,1,1
53,"""All I Want""",toad the wet sprocket,1992,toad the wet sprocket,,toad the wet sprocket,NA,1,1
53,"""Dre Day""",dr. dre,1993,dr. dre,,dr. dre,NA,6,0
53,"""Never Lie""",immature,1994,immature,,immature,NA,2,0
53,"""Keep Their Heads Ringin'""",dr. dre,1995,dr. dre,,dr. dre,NA,6,0
53,"""Mouth""",merril bainbridge,1996,merril bainbridge,,merril bainbridge,NA,2,0
53,"""I Finally Found Someone""",barbra streisand and bryan adams,1997,barbra streisand and bryan adams,,barbra streis,", bryan adams",10,0
53,"""The Arms of the One Who Loves You""",xscape,1998,xscape,,xscape,NA,4,0
53,"""Miami""",will smith,1999,will smith,,will smith,NA,4,0
53,"""Wifey""",next,2000,next,,next,NA,5,0
53,"""Superwoman Pt. II""",lil' mo featuring fabolous,2001,lil' mo featuring fabolous,,lil' mo,fabolous,1,1
53,"""Hey Ma""",cam'ron featuring juelz santana and freekey zekey,2002,cam'ron featuring juelz santana and freekey zekey,,cam'ron,"juelz santana, freekey zekey",2,0
53,"""Why Don't You & I""",santana featuring alex band,2003,santana featuring alex band,,santana,"alex b,",9,0
53,"""Sorry 2004""",ruben studdard,2004,ruben studdard,,ruben studdard,NA,2,0
53,"""Pimpin' All Over the World""",ludacris featuring bobby valentino,2005,ludacris featuring bobby valentino,,ludacris,bobby valentino,14,0
53,"""Far Away""",nickelback,2006,nickelback,,nickelback,NA,11,0
53,"""The Way I Live""",baby boy da prince,2007,baby boy da prince,,baby boy da prince,NA,1,1
53,"""Better in Time""",leona lewis,2008,leona lewis,,leona lewis,NA,2,0
53,"""Paparazzi""",lady gaga,2009,lady gaga,,lady gaga,NA,17,0
53,"""Do You Remember""",jay sean featuring sean paul and lil jon,2010,jay sean featuring sean paul and lil jon,,jay sean,"sean paul, lil jon",3,0
53,"""Motivation""",kelly rowland featuring lil wayne,2011,kelly rowland featuring lil wayne,,kelly rowl,", lil wayne",1,1
53,"""Drunk on You""",luke bryan,2012,luke bryan,,luke bryan,NA,9,0
53,"""Try""",pink,2013,pink,,pink,NA,19,0
53,"""Na Na""",trey songz,2014,trey songz,,trey songz,NA,7,0
53,"""Cool for the Summer""",demi lovato,2015,demi lovato,,demi lovato,NA,5,0
53,"""Exchange""",bryson tiller,2016,bryson tiller,,bryson tiller,NA,3,0
53,"""Rake It Up""",yo gotti featuring nicki minaj,2017,yo gotti featuring nicki minaj,,yo gotti,nicki minaj,2,0
53,"""Heaven""",kane brown,2018,kane brown,,kane brown,NA,9,0
53,"""God's Country""",blake shelton,2019,blake shelton,,blake shelton,NA,7,0
53,"""Trampoline""",shaed,2020,shaed,,shaed,NA,2,0
53,"""Starting Over""",chris stapleton,2021,chris stapleton,,chris stapleton,NA,3,0
53,"""Surface Pressure""",jessica darrow,2022,jessica darrow,,jessica darrow,NA,1,1
53,"""Made You Look""",meghan trainor,2023,meghan trainor,,meghan trainor,NA,9,0
53,"""Hot to Go!""",chappell roan,2024,chappell roan,,chappell roan,NA,2,0
54,"""Indiana Wants Me""",r. dean taylor,1970,r. dean taylor,,r. dean taylor,NA,1,1
54,"""Draggin' the Line""",tommy james,1971,tommy james,,tommy james,NA,1,1
54,"""Look What You Done for Me""",al green,1972,al green,,al green,NA,6,0
54,"""Feelin' Stronger Every Day""",chicago,1973,chicago,,chicago,NA,15,0
54,"""You Won't See Me""",anne murray,1974,anne murray,,anne murray,NA,8,0
54,"""The Way We Were/Try to Remember""",gladys knight & the pips,1975,gladys knight & the pips,,gladys knight,the pips,7,0
54,"""Times of Your Life""",paul anka,1976,paul anka,,paul anka,NA,4,0
54,"""Strawberry Letter 23""",the brothers johnson,1977,the brothers johnson,,the brothers johnson,NA,3,0
54,"""Disco Inferno""",the trammps,1978,the trammps,,the trammps,NA,1,1
54,"""Rock 'n' Roll Fantasy""",bad company,1979,bad company,,bad company,NA,2,0
54,"""Rise""",herb alpert,1980,herb alpert,,herb alpert,NA,3,0
54,"""Too Much Time on My Hands""",styx,1981,styx,,styx,NA,9,0
54,"""Why Do Fools Fall In Love?""",diana ross,1982,diana ross,,diana ross,NA,13,0
54,"""Overkill""",men at work,1983,men at work,,men at work,NA,4,0
54,"""Sad Songs (Say So Much)""",elton john,1984,elton john,,elton john,NA,28,0
54,"""One Night in Bangkok""",murray head,1985,murray head,,murray head,NA,2,0
54,"""Invisible Touch""",genesis,1986,genesis,,genesis,NA,10,0
54,"""Don't Mean Nothing""",richard marx,1987,richard marx,,richard marx,NA,10,0
54,"""Out of the Blue""",debbie gibson,1988,debbie gibson,,debbie gibson,NA,5,0
54,"""Satisfied""",richard marx,1989,richard marx,,richard marx,NA,10,0
54,"""Ready or Not""",after 7,1990,after 7,,after 7,NA,3,0
54,"""Iesha""",another bad creation,1991,another bad creation,,another bad creation,NA,1,1
54,"""When a Man Loves a Woman""",michael bolton,1992,michael bolton,,michael bolton,NA,10,0
54,"""One Last Cry""",brian mcknight,1993,brian mcknight,,brian mcknight,NA,4,0
54,"""Streets of Philadelphia""",bruce springsteen,1994,bruce springsteen,,bruce springsteen,NA,9,0
54,"""The Rhythm of the Night""",corona,1995,corona,,corona,NA,1,1
54,"""The Earth, the Sun, the Rain""",color me badd,1996,color me badd,,color me badd,NA,6,0
54,"""I'll Be""",foxy brown featuring jay-z,1997,foxy brown featuring jay-z,,foxy brown,jay-z,1,1
54,"""My Love Is the Shhh!""",somethin' for the people featuring trina & tamara,1998,somethin' for the people featuring trina & tamara,,somethin' for the people,"trina, tamara",2,0
54,"""Hands""",jewel,1999,jewel,,jewel,NA,6,0
54,"""Wonderful""",everclear,2000,everclear,,everclear,NA,1,1
54,"""Crazy for This Girl""",evan and jaron,2001,evan and jaron,,evan,jaron,1,1
54,"""Work It""",missy elliott,2002,missy elliott,,missy elliott,NA,8,0
54,"""Excuse Me Miss""",jay-z,2003,jay-z,,jay-z,NA,16,0
54,"""My Happy Ending""",avril lavigne,2004,avril lavigne,,avril lavigne,NA,8,0
54,"""My Boo""",usher and alicia keys,2005,usher and alicia keys,,usher,alicia keys,25,0
54,"""What's Left of Me""",nick lachey,2006,nick lachey,,nick lachey,NA,1,1
54,"""Shortie Like Mine""",bow wow featuring chris brown and johntá austin,2007,bow wow featuring chris brown and johntá austin,,bow wow,"chris brown, johntá austin",4,0
54,"""Crank That (Soulja Boy)""",soulja boy tell 'em,2008,soulja boy tell 'em,,soulja boy tell 'em,NA,4,0
54,"""Beautiful""",akon featuring colby o'donis and kardinal offishall,2009,akon featuring colby o'donis and kardinal offishall,,akon,"colby o'donis, kardinal offishall",8,0
54,"""All the Right Moves""",onerepublic,2010,onerepublic,,onerepublic,NA,10,0
54,"""Stereo Love""",edward maya featuring vika jigulina,2011,edward maya featuring vika jigulina,,edward maya,vika jigulina,1,1
54,"""No Lie""",2 chainz featuring drake,2012,2 chainz featuring drake,,2 chainz,drake,2,0
54,"""Wagon Wheel""",darius rucker,2013,darius rucker,,darius rucker,NA,1,1
54,"""Hot Boy""",bobby shmurda,2014,bobby shmurda,,bobby shmurda,NA,1,1
54,"""Renegades""",x ambassadors,2015,x ambassadors,,x ambassadors,NA,2,0
54,"""679""",fetty wap featuring remy boyz,2016,fetty wap featuring remy boyz,,fetty wap,remy boyz,4,0
54,"""Mercy""",shawn mendes,2017,shawn mendes,,shawn mendes,NA,11,0
54,"""Bodak Yellow""",cardi b,2018,cardi b,,cardi b,NA,10,0
54,"""Be Alright""",dean lewis,2019,dean lewis,,dean lewis,NA,1,1
54,"""Come & Go""",juice wrld and marshmello,2020,juice wrld and marshmello,,juice wrld,marshmello,6,0
54,"""Body""",megan thee stallion,2021,megan thee stallion,,megan thee stallion,NA,7,0
54,"""Fall in Love""",bailey zimmerman,2022,bailey zimmerman,,bailey zimmerman,NA,5,0
54,"""Wait in the Truck""",hardy featuring lainey wilson,2023,hardy featuring lainey wilson,,hardy,lainey wilson,2,0
54,"""All I Want for Christmas Is You""",mariah carey,2024,mariah carey,,mariah carey,NA,35,0
55,"""(I Know) I'm Losing You""",rare earth,1970,rare earth,,rare earth,NA,3,0
55,"""Proud Mary""",ike & tina turner,1971,ike & tina turner,,ike,tina turner,2,0
55,"""The Happiest Girl in the Whole U.S.A.""",donna fargo,1972,donna fargo,,donna fargo,NA,2,0
55,"""The Cisco Kid""",war,1973,war,,war,NA,7,0
55,"""Never, Never Gonna Give You Up""",barry white,1974,barry white,,barry white,NA,3,0
55,"""Midnight Blue""",melissa manchester,1975,melissa manchester,,melissa manchester,NA,3,0
55,"""Devil Woman""",cliff richard,1976,cliff richard,,cliff richard,NA,3,0
55,"""Night Moves""",bob seger & the silver bullet band,1977,bob seger & the silver bullet band,,bob seger,"the silver bullet b,",8,0
55,"""On Broadway""",george benson,1978,george benson,,george benson,NA,4,0
55,"""Every 1's a Winner""",hot chocolate,1979,hot chocolate,,hot chocolate,NA,2,0
55,"""All Out of Love""",air supply,1980,air supply,,air supply,NA,8,0
55,"""What Are We Doin' in Love""",dottie west & kenny rogers,1981,dottie west & kenny rogers,,dottie west,kenny rogers,1,1
55,"""Love in the First Degree""",alabama,1982,alabama,,alabama,NA,3,0
55,"""Is There Something I Should Know?""",duran duran,1983,duran duran,,duran duran,NA,11,0
55,"""I Want a New Drug""",huey lewis and the news,1984,huey lewis and the news,,huey lewis,the news,10,0
55,"""If You Love Somebody Set Them Free""",sting,1985,sting,,sting,NA,7,0
55,"""The Sweetest Taboo""",sade,1986,sade,,sade,NA,2,0
55,"""Songbird""",kenny g,1987,kenny g,,kenny g,NA,2,0
55,"""Don't You Want Me""",jody watley,1988,jody watley,,jody watley,NA,4,0
55,"""Express Yourself""",madonna,1989,madonna,,madonna,NA,36,0
55,"""U Can't Touch This""",mc hammer,1990,mc hammer,,mc hammer,NA,2,0
55,"""Something to Talk About""",bonnie raitt,1991,bonnie raitt,,bonnie raitt,NA,3,0
55,"""I Can't Dance""",genesis,1992,genesis,,genesis,NA,10,0
55,"""Just Kickin' It""",xscape,1993,xscape,,xscape,NA,4,0
55,"""Getto Jam""",domino,1994,domino,,domino,NA,1,1
55,"""Roll to Me""",del amitri,1995,del amitri,,del amitri,NA,1,1
55,"""All the Things (Your Man Won't Do)""",joe,1996,joe,,joe,NA,4,0
55,"""If It Makes You Happy""",sheryl crow,1997,sheryl crow,,sheryl crow,NA,8,0
55,"""Daydreamin'""",tatyana ali,1998,tatyana ali,,tatyana ali,NA,1,1
55,"""Who Dat""",jt money featuring solé,1999,jt money featuring solé,,jt money,solé,1,1
55,"""Oops!... I Did It Again""",britney spears,2000,britney spears,,britney spears,NA,16,0
55,"""Nobody Wants to Be Lonely""",ricky martin and christina aguilera,2001,ricky martin and christina aguilera,,ricky martin,christina aguilera,3,0
55,"""Move Bitch""",ludacris featuring mystikal and i-20,2002,ludacris featuring mystikal and i-20,,ludacris,"mystikal, i-20",14,0
55,"""Jenny from the Block""",jennifer lopez featuring jadakiss and styles p,2003,jennifer lopez featuring jadakiss and styles p,,jennifer lopez,"jadakiss, styles p",11,0
55,"""On Fire""",lloyd banks,2004,lloyd banks,,lloyd banks,NA,1,1
55,"""Sugar (Gimme Some)""","trick daddy featuring ludacris, lil' kim and cee lo green",2005,"trick daddy featuring ludacris, lil' kim and cee lo green",,trick daddy,"ludacris, lil' kim, cee lo green",2,0
55,"""So What""",field mob featuring ciara,2006,field mob featuring ciara,,field mob,ciara,2,0
55,"""It Ends Tonight""",the all-american rejects,2007,the all-american rejects,,the all-american rejects,NA,4,0
55,"""Shadow of the Day""",linkin park,2008,linkin park,,linkin park,NA,7,0
55,"""Viva la Vida""",coldplay,2009,coldplay,,coldplay,NA,8,0
55,"""According to You""",orianthi,2010,orianthi,,orianthi,NA,1,1
55,"""Jar of Hearts""",christina perri,2011,christina perri,,christina perri,NA,2,0
55,"""Want U Back""",cher lloyd,2012,cher lloyd,,cher lloyd,NA,1,1
55,"""Gangnam Style""",psy,2013,psy,,psy,NA,2,0
55,"""Hold On, We're Going Home""",drake featuring majid jordan,2014,drake featuring majid jordan,,drake,majid jordan,43,0
55,"""I Don't Mind""",usher featuring juicy j,2015,usher featuring juicy j,,usher,juicy j,25,0
55,"""Oui""",jeremih,2016,jeremih,,jeremih,NA,4,0
55,"""Tunnel Vision""",kodak black,2017,kodak black,,kodak black,NA,3,0
55,"""Freaky Friday""",lil dicky featuring chris brown,2018,lil dicky featuring chris brown,,lil dicky,chris brown,1,1
55,"""Pure Water""",mustard and migos,2019,mustard and migos,,mustard,migos,2,0
55,"""Truth Hurts""",lizzo,2020,lizzo,,lizzo,NA,4,0
55,"""Willow""",taylor swift,2021,taylor swift,,taylor swift,NA,36,0
55,"""Love Nwantiti (Ah Ah Ah)""",ckay,2022,ckay,,ckay,NA,1,1
55,"""All I Want for Christmas Is You""",mariah carey,2023,mariah carey,,mariah carey,NA,35,0
55,"""Get It Sexyy""",sexyy red,2024,sexyy red,,sexyy red,NA,1,1
56,"""Easy Come, Easy Go""",bobby sherman,1970,bobby sherman,,bobby sherman,NA,2,0
56,"""Beginnings""/""Colour My World""",chicago,1971,chicago,,chicago,NA,15,0
56,"""Bang a Gong (Get it On)""",t. rex,1972,t. rex,,t. rex,NA,1,1
56,"""Live and Let Die""",paul mccartney & wings,1973,paul mccartney & wings,,paul mccartney,wings,13,0
56,"""Tell Me Something Good""",rufus & chaka khan,1974,rufus & chaka khan,,rufus,chaka khan,3,0
56,"""Don't Call Us, We'll Call You""",sugarloaf,1975,sugarloaf,,sugarloaf,NA,2,0
56,"""Fooled Around and Fell in Love""",elvin bishop,1976,elvin bishop,,elvin bishop,NA,1,1
56,"""You're My World""",helen reddy,1977,helen reddy,,helen reddy,NA,7,0
56,"""Come Sail Away""",styx,1978,styx,,styx,NA,9,0
56,"""Take Me Home""",cher,1979,cher,,cher,NA,10,0
56,"""Cool Change""",little river band,1980,little river band,,little river b,NA,7,0
56,"""Who's Crying Now""",journey,1981,journey,,journey,NA,6,0
56,"""Hooked On Classics""",royal philharmonic orchestra,1982,royal philharmonic orchestra,,royal philharmonic orchestra,NA,1,1
56,"""Gloria""",laura branigan,1983,laura branigan,,laura branigan,NA,5,0
56,"""Islands in the Stream""",kenny rogers and dolly parton,1984,kenny rogers and dolly parton,,kenny rogers,dolly parton,13,0
56,"""Obsession""",animotion,1985,animotion,,animotion,NA,1,1
56,"""What You Need""",inxs,1986,inxs,,inxs,NA,6,0
56,"""Carrie""",europe,1987,europe,,europe,NA,1,1
56,"""Desire""",u2,1988,u2,,u2,NA,7,0
56,"""I Like It""",dino,1989,dino,,dino,NA,3,0
56,"""I Wish It Would Rain Down""",phil collins,1990,phil collins,,phil collins,NA,14,0
56,"""After the Rain""",nelson,1991,nelson,,nelson,NA,2,0
56,"""Hazard""",richard marx,1992,richard marx,,richard marx,NA,10,0
56,"""I Get Around""",2pac,1993,2pac,,2pac,NA,6,0
56,"""Endless Love""",luther vandross & mariah carey,1994,luther vandross & mariah carey,,luther v,"ross, mariah carey",4,0
56,"""Scream"" / ""Childhood""",michael jackson and janet jackson,1995,michael jackson and janet jackson,,michael jackson,janet jackson,26,0
56,"""Wonderwall""",oasis,1996,oasis,,oasis,NA,1,1
